Created Date & Time,Request Type,Sub Request Type,Branch Name,Customer Comments,Comments Date & Time,Total Calls,Latitude_Comment,Longitude_Comment,closest_park,min_distance,ADDRESS,Latitude_Park,Longitude_Park,Keyword,Comment Address,Zone,comment_topics
5/14/21 14:06,Parks Inquiry,ParksTrePr,Parks Maintenance & Cemeteries,The island on Shattuck Bay needs to have the bushes trimmed so you can see the other side of the bay. If children are riding bikes you can't see if a vehicle is moving.,5/14/21 14:07,1.0,50.5045053,-104.673241,HIRD PARK,0.0522502728876299,6530 HIRD CRES,50.50418440000001,-104.6737807,Visibility,1631 N SHATTUCK BAY,WEST,-1
5/14/21 16:11,Parks Inquiry,LitPubProp,Parks Maintenance & Cemeteries,"As per SR 2069605&nbsp; About 2-3 weeks ago your staff cleaned up a homeless fortress behind our shop fence line in the green space at 850 Arcola Ave. Well, he has rebuilt it and the area is turning into a garbage dump again. Please send a crew to clean thisup again. I phoned the police, but they told me to contact the city.",5/14/21 16:19,1.0,50.4510929,-104.5928472,CORE COMMUNITY PARK,0.3536046775914072,1801 MONTREAL ST,50.4503673,-104.5977097,"Trash, Homelessness",850   ARCOLA AVE,CENTRAL,48
5/15/21 6:08,Irrigation,IrrigMtnc,Parks Maintenance & Cemeteries,Sprinklers going in Watson Park since yesterday. Please turn off.,5/15/21 6:11,1.0,50.49992,-104.64816,MEMORIAL CROSS PARK,0.4801003513507155,4527 ELLARD WAY,50.50409,-104.6464,Water conservation,4600   SHUMIATCHER CRES,WEST,37
5/15/21 12:56,Irrigation,IrrigMtnc,Parks Maintenance & Cemeteries,Caller states the irrigation in the park has been on since 7am,5/15/21 13:00,1.0,50.4350814,-104.5998923,PEART PARK,1.5801749476133684e-12,2851 OTTAWA ST,50.43508139999999,-104.5998923, and it is now almost 9amCall,2851   OTTAWA ST,CENTRAL,61
5/16/21 13:33,Irrigation,IrrigMtnc,Parks Maintenance & Cemeteries,"Caller states the irrigation seems to be stuck on, the ones right along Gordon Staseson",5/16/21 14:19,1.0,50.47579,-104.69181,STEINSON PARK,0.0,7700 GORDON STASESON BLVD,50.47579,-104.69181, path.Intrusion of water,7700   GORDON STASESON BLVD,WEST,-1
5/16/21 15:36,Parks Inquiry,ParksMnt,Parks Maintenance & Cemeteries,Regina Police called to advise that a Vehicle Struck one of the wooden guard posts at the entrance to the park. RA21035091,5/16/21 15:39,1.0,50.4690217,-104.6849392,HANSEN DRIVE PARK,0.1376135953350906,542 HANSEN DR,50.4702567,-104.6850649,"Vandalism, Safety",545   TOOTHILL ST,WEST,9
5/16/21 19:38,Parks Inquiry,PathMntnc,Parks Maintenance & Cemeteries,"When our neighborhood was swept, the entire path system in Parkridge Park was missed. It is very slippery with the fine sand from the winter.Parkridge Park - all trails. 7th Ave E to McVeety.",5/16/21 19:43,1.0,50.45826,-104.53352,PARKRIDGE PARK,0.0,1243 ROSSIE DR,50.45826,-104.53352,Slippery trails.,1243   ROSSIE DR,EAST,-1
5/16/21 19:38,Parks Inquiry,LitPubProp,Parks Maintenance & Cemeteries,"I own Stones Throw Coffee Collective. There is a green space area to the east of our strip mall, bordering Wascana parkway with trees and shrubs. Because of Covid, customers sometimes take lawn chairs and sit in that green space however it is dirty / garbage / cigarette butts, etc. probably garbage blown in from various sources. ***Can I please get it cleaned, mowed, watered to start the season. It would do much to be able to offer an attractive / easy alternative for open / safe green space seating. Thank you.",5/16/21 19:46,1.0,50.4150023,-104.5961827,DARKE PARK,0.257059657629176,1115 MCNIVEN AVE,50.417087,-104.5977508,You own Stones Throw Coffee Collective. There,1101   KRAMER BLVD,SOUTH,21
5/16/21 19:51,Parks Inquiry,ParksMnt,Parks Maintenance & Cemeteries,"When the city staff rototilled the Gocki Park community garden plots, they left some very large ruts in the garden plots. Is it possible for the city staff to go back in and try to retill the soil so that the ruts are not there?Gocki Park community gardens.",5/16/21 19:53,1.0,50.4432305,-104.5865071,GOCKI PARK,0.0,2230 LINDSAY ST,50.4432305,-104.5865071,,2230   LINDSAY ST,CENTRAL,28
5/17/21 7:46,Irrigation,IrrigMtnc,Parks Maintenance & Cemeteries,locate for new traffic signals &amp; new power feed going from the SE corner to the first pole behind 601 College Ave. E.Sask1st Call # 1917369Onsite contact - Keith Mahingen - 306-520-4277 - kmahinge@regina.caPlease contact Dispatch to enter on locate map.,5/17/21 7:50,1.0,50.4336153,-104.5563017,UNIVERSITY PARK,0.4000503416205875,25 MICHENER DR,50.4311,-104.56034,"traffic signals, power",    ARCOLA AVE,EAST,34
5/17/21 8:17,Parks Inquiry,ParksMnt,Parks Maintenance & Cemeteries,Caller wants us to water the tree behind his address. They are thirty and killing his back lawn. Caller states he spoke to someone working at parks and said the sprinklers haven't been fixed yet.,5/17/21 8:20,1.0,50.4962496,-104.6020943,ALPORT PARK,0.1380824109407191,28 ALPORT CRES,50.49601910000001,-104.6001761," irrigation, trees",363   FAIRVIEW RD,NORTH,10
5/17/21 8:51,Parks Inquiry,ParksMnt,Parks Maintenance & Cemeteries,2066770 SR caller wants to know about the white fences. Notes say city didn't do it. Caller said we are lying as city trucks were seen putting the fences up. Please use mobile first.,5/17/21 8:53,1.0,50.498134,-104.6579023,LAKERIDGE PARK,0.326168144194141,5560 LEIBEL CRES,50.50104,-104.65853,Fences,1207 N LAPCHUK CRES,WEST,12
5/17/21 9:13,Irrigation,IrrigMtnc,Parks Maintenance & Cemeteries,Hi. I sent in a request last fall that Merlin park across from 179 Merlin cres had not had irrigation running all summer. I got a call back from the park supervisor I believe whom indicated it was too late last year to fix it but it would be done this year. Just wanted to ensure we get irrigation back up and running. Grass is quite stressed since no water last year. ThNks,5/17/21 9:14,1.0,50.4844437,-104.6262252,MERLIN PARK 3,0.1043074044227507,35 LAWSON ST,50.4840732,-104.6248708,Not enough water.,179   MERLIN CRES,NORTH,123
5/17/21 9:27,Cemetery Maintenance,CemetMntnc,Parks Maintenance & Cemeteries,Please go out and reseed the plot as the seed didnt take last year. Please email Darlene back once completed.,5/17/21 9:29,1.0,50.4240472,-104.5716978,RIVERSIDE MEMORIAL,0.0,815 Assiniboine ave east,50.4240472,-104.5716978,"""Last year's seed didn't take",815   ASSINIBOINE AVE,,26
5/17/21 9:41,Irrigation,IrrigMtnc,Parks Maintenance & Cemeteries,Caller would like the main valve for the sprinklers in this boulevard to be turned on.&nbsp; Please call when complete.,5/17/21 9:44,1.0,50.4158799,-104.6109656,MASSEY PARK,0.2071835174759925,2355 PARLIAMENT AVE,50.4140644,-104.6116233,Irrigation,6   TAGGART PL,SOUTH,10
5/17/21 10:23,Irrigation,IrrigMtnc,Parks Maintenance & Cemeteries,Turn on the sprinklers for the boulevard please. He also asking for a contact name and number to speak directly to this departtment please call,5/17/21 10:25,1.0,50.4562538,-104.5366366,PARKRIDGE PARK,0.3137562970479606,1243 ROSSIE DR,50.45826,-104.53352," 97223456watering, boulevard",3238 E BARTON PL,EAST,-1
5/17/21 10:30,Parks Inquiry,LitPubProp,Parks Maintenance & Cemeteries,"Resident is reporting that Compton park is full of dandelions and they are in full bloom, would like us to attend before they spread to all near by homes, everyone on near by streets are concerned about this.",5/17/21 10:34,1.0,50.4102988,-104.6238835,CAMERON PARK,0.100954962221138,71 CAMERON ST,50.41106,-104.62466,dandelions,    COMPTON RD,SOUTH,96
5/17/21 12:01,Irrigation,IrrigMtnc,Parks Maintenance & Cemeteries,"We have a sprinkler from the park behind us, spraying into our yard destroying our trees/ garden boxes, making a huge mess.We put in request last year, as the city lawnmower ran it over and broke it. Causing ++ damage/ mess. Needs repair ASAP.",5/17/21 12:04,1.0,50.4214957,-104.511138,YELLOW RAIL PARK,0.2720204968601908,3735 GREEN DIAMOND RD,50.41923,-104.50969,Water damage.,4710 E GREEN VIEW CRES,EAST,97
5/17/21 12:09,Irrigation,IrrigMtnc,Parks Maintenance & Cemeteries,"Broken sprinkler head in Plains Minnow Park, that is adjacent to my lot is spraying into my yard. It has washed away seeded garden and made a mess.",5/17/21 12:12,1.0,50.4214957,-104.511138,YELLOW RAIL PARK,0.2720204968601908,3735 GREEN DIAMOND RD,50.41923,-104.50969,Adjacent property damage,4710 E GREEN VIEW CRES,EAST,18
5/17/21 12:17,Parks Inquiry,ParksMnt,Parks Maintenance & Cemeteries,Resident is requesting that we attend this park there is a lot of garbage scattered all around park and in water as well geese and wildlife are swimming through garbage.,5/17/21 12:19,1.0,50.4996027,-104.6688927,LAKEWOOD PARK,0.0,6024 WHELAN DR,50.4996027,-104.6688927,"Garbage, geese.",6024   WHELAN DR,WEST,139
5/17/21 12:59,Parks Inquiry,ParksMnt,Parks Maintenance & Cemeteries,"SR has been created in response to an inquiry to Councillor BrescianiEnsure Councillor is copied on the response to the resident. See email below!?Lori BrescianiCouncillor Ward 4306-570-1995From: Chad Reich &lt;chadtreich@gmail.com&gt;Sent: Sunday, May 16, 2021 7:06:11 PMTo: Mike Robinson &lt;MROBINSO@regina.ca&gt;Cc: Lori Bresciani &lt;LBRESCIA@regina.ca&gt;Subject: [External email] Re: Ripplinger Park clean up ?Hello, ?Any plans to clean up Ripplinger Park this spring ??It feels like for the last 4+ years , we see limited action at this location - until requests are made ??We are approaching May long weekend and it has had no clean up , major rabbit mess again everywhere ( this should be priority clean up each year, should it not ? ) and grass that is in a major need of a mulching.?Thanks??Chad Reich?4071 Chuka Dr??On May 4, 2020, at 2:00 PM, Chad Reich &lt;chadtreich@gmail.com&gt; wrote:?Hello, ?I understand the challenges of the new working reality for City of Regina.?However , with the increased focus on beingoutside, green space and distancing...when does the city plan to begin some of these clean up projects .??Chad R4071 Chuka Dr?On Mar 13, 2020, at 7:26 AM, Mike Robinson &lt;MROBINSO@regina.ca&gt; wrote:? Hi Chad,?I am writing you in response to Service Request 1979704 regarding the rabbit mess in Ripplinger Park. Our department already has equipment that can be used to clean up the mess, last year we were quite successful using our turf sweeper/vac at Ripplinger and we plan on using it again this year. As soon as the weather warms up and the ground is not frozen we will start our spring clean up, likely sometime in mid- April.?If you have any further questions please let me know.?Thanks ???Mike RobinsonActing Manager, Parks MaintenanceE: mrobinson@regina.ca???",5/17/21 13:05,1.0,50.41142,-104.51832,RIPPLINGER PARK,0.0,4211 CHUKA DR,50.41142,-104.51832,Parks &amp; Open Spaces?City of,4211   CHUKA DR,EAST,43
5/17/21 13:23,Irrigation,IrrigMtnc,Parks Maintenance & Cemeteries,"I look over the Lowry Place boulevard. Last year it appeared the city did not, even once, water it. The trees and grass suffered. The weeds threatened to take over. Is this a newer policy or was it simply forgotten? It?d be nice if it did not continue to deteriorate. Thoughts?",5/17/21 13:24,1.0,50.4077078,-104.6358804,QUEEN STREET PARK,0.2363546508805283,4410 QUEEN ST,50.40929999999999,-104.63809,Lack of maintenance,34   LOWRY PL,SOUTH,5
5/17/21 14:29,Parks Inquiry,LitPubProp,Parks Maintenance & Cemeteries,Caller states there is garbage piling up in the easement behind this property.&nbsp; Please clean up.,5/17/21 14:31,1.0,50.4852832,-104.6670612,WALTER PARK,0.1769137299076892,44 WALTER CRES,50.4868727,-104.6669518,"Trash, Garbage",111   MARKWELL DR,WEST,48
5/17/21 14:46,Parks Inquiry,ParksTrePr,Parks Maintenance & Cemeteries,"There are trees (that originated from weeds) growing in the easement behind our house, and along the brown fence that belongs to the house on Grant Drive. We would like these trees removed as they will soon become a nuisance to our lawn.",5/17/21 14:49,1.0,50.4073424,-104.6007544,EMERALD PARK,0.0756972182703958,125 EMERALD PARK RD,50.4066619,-104.6007248,key issue: trees in easement,28   EMERALD PARK RD,SOUTH,-1
5/17/21 15:24,Irrigation,IrrigMtnc,Parks Maintenance & Cemeteries,"Caller states that there is a cap that is off of a pipe that is the size of a baseball and it is gushing water, this is behind the Green Willow Terrance entrance.",5/17/21 15:27,1.0,50.42271,-104.52028,GREEN MEADOW PARK,0.0,3598 GREEN BANK RD,50.42271,-104.52028,Water leak,3598   GREEN BANK RD,EAST,17
5/17/21 15:31,Parks Inquiry,ParksMnt,Parks Maintenance & Cemeteries,"It would sure be nice to see the park behind the Northwest Leisure center cleaned up this year. Around the lakeshore weeds and trees are ignored and allowed to grow wild. The shoreline is now covered in dandelions and by mid summer, asin previous years, the weeds will be waist high. It truly looks disgusting. I made this same request last summer and nothing was done.",5/17/21 15:33,1.0,50.49651,-104.67661,ROCHDALE PARK,0.0,6829 CUNNINGHAM DR,50.49651,-104.67661,Weeding and trees,6829   CUNNINGHAM DR,WEST,119
5/17/21 15:39,Irrigation,IrrigMtnc,Parks Maintenance & Cemeteries,Riverbend ER-1 &amp; Riverbend Park MR-1 - located behind 2631 Riverbend - resident asking the city to water the grass so it turns green as all the geese in this area are coming into all the yards to eat their green grass and leaving feces all over too,5/17/21 15:43,1.0,50.4428399,-104.54559,RIVERBEND PARK,0.1644885274553429,1900 HESELTINE RD,50.44148999999999,-104.54464,"lack of water, goose feces",2002   HESELTINE RD,EAST,139
5/17/21 15:39,Irrigation,IrrigMtnc,Parks Maintenance & Cemeteries,Riverbend ER-1 &amp; Riverbend Park MR-1 - located behind 2631 Riverbend - resident asking the city to water the grass so it turns green as all the geese in this area are coming into all the yards to eat their green grass and leaving feces all over too,5/17/21 15:43,1.0,50.4428399,-104.54559,RIVERBEND PARK,0.1644885274553429,2250 HESELTINE RD,50.44242,-104.54073,"Geese, feces.",2002   HESELTINE RD,EAST,139
5/17/21 16:06,Parks Inquiry,IrrigMtnc,Parks Maintenance & Cemeteries,"SR has been created in response to an inquiry to Councillor Terina Shaw and Mayor.Ensure Councillor and mayor@regina.ca are copied on the response to the resident.We would like to know why Alport park located in uplands has not been watered for years on the west side. This morning my husband talked to the crew that was in the park and working and said that there was a break at the control box on the north side of the park that should have been fixed last year....we have complained about this situation when Jerry Flegel had been our councillor and nothing gets done....the trees in the park need to be water as they have ruined our backyard grass for numerous years because they suck the moisture out...we have watered behind our house because of the trees and fire hazards since the park area has not been maintained and is dry. Can this situation be rectified for the neighbourhood as other neighbours backing onto the park feel the same way. I would like a response to know what is going to be done and when, so I can let the rest of the neighbours know. If I have to water the park because the city does not maintain it then I want a rebate on my water bill....let me know..thank you",5/17/21 16:18,1.0,50.4960191,-104.6001761,ALPORT PARK,1.5801749476133684e-12,28 ALPORT CRES,50.49601910000001,-104.6001761,"Dry park, overgrown",28   ALPORT CRES,NORTH,41
5/17/21 16:13,Parks Inquiry,VehcleAcce,Parks Maintenance & Cemeteries,I am seeking permission to take off a panel from the backyard fence. thanks - Resident would like easement access.&nbsp;,5/17/21 16:16,1.0,50.4233353,-104.50834,PLAINS MINNOW PARK,0.1218347040956231,3401 GREEN LILY RD,50.4244059,-104.5079741,Easement access.,3446   GREEN LILY RD,EAST,46
5/17/21 16:30,Parks Inquiry,PlayEquMnt,Parks Maintenance & Cemeteries,Baby swing beside the accessible swing at the rubber is cracked and there is a sharp edge that a child will get hurt if not taken care of. Park at the Sandra Schmirler Center,5/17/21 16:33,1.0,50.4297057,-104.5355594,WINDSOR PARK SOUTH,0.1902960411602351,3200 E WOODHAMS DR,50.4280444,-104.5349143, is not suitable for childrenSwing safety,3130 E WOODHAMS DR,EAST,2
5/17/21 16:41,Parks Inquiry,VehcleAcce,Parks Maintenance & Cemeteries,"Applicant Name:Jason Pingert Email:nicole.pingert@gmail.comOwner Name:Jason and Nicole Pingert Address:3622 Green Water DrPhone Number:3066534071Company Name:Bruce landscapingAddress:155 Quebec stPhone:306 569-1269Access Location and Address:Green Meadow parkDescribe the project and/or type of equipment being used and why the access is required. Explain any special conditions or requests:We have our building permit already approved. We want crushed dust dumped on a tarp in our backyard.Attach plans or maps showing exact location and proposed access route.Screenshot_20210517-125138_Earth.jpgProject Start Date:2021-05-22Project End Date:2021-05-29I hereby declare that I have read and understand the Terms and Conditions and agree to comply.YesDISCLAIMER: The information transmitted is intended only for the addressee and may contain confidential, proprietary and/or privileged material. Any unauthorized review, distribution or other use of or the taking of any action in reliance upon this information is prohibited. If you received this in error, please contact the sender and delete or destroy this message and any copies.",5/17/21 16:43,1.0,50.4213528,-104.5168012,GREEN MEADOW PARK,0.2889912475361034,3598 GREEN BANK RD,50.42271,-104.52028,The key issue in this visitor complaint is,3622   GREEN WATER DR,EAST,6
5/17/21 17:37,Irrigation,IrrigMtnc,Parks Maintenance & Cemeteries,Sprinklers in Wascana View park have been on since 9am and still going. Area is getting really saturated and staring to flood. Please turn off the sprinklers.,5/17/21 17:40,1.0,50.4394054,-104.6128046,CENTRAL PARK,0.4450439157536293,2231 SCARTH ST,50.4430743,-104.6102932,The key issue in this complaint is water,2043   WASCANA GRNS,CENTRAL,115
5/17/21 21:14,Irrigation,IrrigMtnc,Parks Maintenance & Cemeteries,Chris from Traffic states that kids were playing in Lakewood Park and kicking sprinklers and now the sprinklers are shooting up,5/17/21 21:29,1.0,50.5013383,-104.6686974,LAKEWOOD PARK,0.1934836191683993,6024 WHELAN DR,50.4996027,-104.6688927, in the air and won't stopkids,6124   WELLBAND DR,WEST,47
5/18/21 5:21,Irrigation,IrrigMtnc,Parks Maintenance & Cemeteries,Live beside walkway going in to alport park water turned on in park south of my house but I am getting water inside my fence. On checking water appears to be coming from a shutoff valve behind my fence. It is damaging my fence.,5/18/21 5:21,1.0,50.4960666,-104.6021276,ALPORT PARK,0.1381395763241991,28 ALPORT CRES,50.49601910000001,-104.6001761,Water damage,359   FAIRVIEW RD,NORTH,97
5/18/21 6:35,Parks Inquiry,VehcleAcce,Parks Maintenance & Cemeteries,"Applicant Name:Juliette LemireEmail:jlemire31@gmail.comOwner Name:Juliette LemireAddress:1301 McNiven AvePhone Number:306-737-4098Company Name:Waxy's BobcatAddress:1600 Ottawa St Regina Sk S4P 1N9Phone:306-949-3324Access Location and Address:1301 McNiven AveDescribe the project and/or type of equipment being usedand why the access is required. Explain any special conditions or requests:Bobcat access to backyard from easement on west side of property from McNiven avenue. Preperatory work for brick patio, shallow excavation, apply crucher dust and sand on May 25, 2021, (750 sq ft). Ticket for excavation has been requested and recieved from Call before you dig for that date.Attach plans or maps showing exact location and proposedaccess route.Project Start Date:2021-05-25Project End Date:2021-05-25I hereby declare that I have read and understand the Termsand Conditions and agree to comply.YesApplicant Name:Juliette LemireEmail:jlemire31@gmail.comOwner Name:Juliette LemireAddress:1301 McNiven AvePhone Number:306-737-4098Company Name:Waxy's BobcatAddress:1600 Ottawa St Regina Sk S4P 1N9Phone:306-949-3324Access Location and Address:1301 McNiven AveDescribe the project and/or type of equipment being usedand why the access is required. Explain any special conditions or requests:Bobcat access to backyard from easement on west side of property from McNiven avenue. Preperatory work for brick patio, shallow excavation, apply crucher dust and sand on May 25, 2021, (750 sq ft). Ticket for excavation has been requested and recieved from Call before you dig for that date.Attach plans or maps showing exact location and proposedaccess route.Project Start Date:2021-05-25Project End Date:2021-05-25I hereby declare that I have read and understand the Termsand Conditions and agree to comply.Yes",5/18/21 6:38,1.0,50.4173788,-104.6006604,DARKE PARK,0.2086903512380201,1115 MCNIVEN AVE,50.417087,-104.5977508,The key issue in this complaint is the,1301   MCNIVEN AVE,SOUTH,1
5/18/21 7:57,Parks Inquiry,ParksMnt,Parks Maintenance & Cemeteries,"SR has been created in response to an inquiry to MayorResponse not requested from resident. Mayor has been notified that a response is not required. Departments may contact resident at their own discretion.previous SR 2070179 since i sent my complaint to this email yesterday I thought i should send an email saying that I am extremely happy today. this morning at 10am a fellow from Parks called me about my concerns and someone else was also present on the call but unfortunately i can't remember their names or position. i would like to thank them for giving their immediate attention to the bench area and playground area. I was surprised but very pleased when i saw what had been done to that area when i was on my nightly walk. thanks again for you prompt attention and I am confident that the other items discussed will be resolved as staff, schedules and covid allows. thanks again that area means alot to me.",5/18/21 7:58,1.0,50.4389316,-104.5369876,PARKLAND PARK,0.0,3210 E PARKLAND DR,50.4389316,-104.5369876,Customer service,3210 E PARKLAND DR,EAST,129
5/18/21 9:12,Parks Inquiry,ParksMnt,Parks Maintenance & Cemeteries,Hey @CityofRegina your lawncare person just pulled all the @saskpower @SaskEnergy flags beside WFReady on Arens to mow the grass. Hope you were done with them! They are now in a bouquet on the sidewalk. #WereThoseImportant? Yikes.,5/18/21 9:14,1.0,50.43755,-104.54224,READY PARK,1.5801749476133684e-12,3043 E ARENS RD,50.43754999999999,-104.54224," disrespect, flags",3043 E ARENS RD,EAST,99
5/18/21 9:12,Parks Inquiry,VehcleAcce,Parks Maintenance & Cemeteries,Access Location and Address: 4832 Anthony Place Describe the project and/or type of equipment being used and why the access is required. Explain any special conditions or requests: URGENT!! I am looking to use a crane to lift something over my fence. I would like to do it tomorrow or Thursday at the latest so that we can get it done before it rains and creates mud. This would help avoid damage to city property. Project Start Date: 2021-05-19 Project End Date: 2021-05-19 I hereby declare that I have read and understand the Terms and Conditions and agree to comply. Yes,5/18/21 9:16,1.0,50.5062691,-104.6494231,MAAT PARK,0.3187038412760478,1701 N ELKS RD,50.5073371,-104.6536052,The key issue in this visitor complaint is,4832   ANTHONY PL,WEST,6
5/18/21 9:16,Parks Inquiry,ParksTrePr,Parks Maintenance & Cemeteries,There are bushes on this boulevarrd. They are impeding the view at Cambridge/Walden Cr,5/18/21 9:18,1.0,50.4501612,-104.5502735,FLEET PARK,0.1137686603436098,1728 FLEET ST,50.45088,-104.54913,"t splitobstruction, view",239   CAMBRIDGE AVE,EAST,-1
5/18/21 9:23,Parks Inquiry,ParksMnt,Parks Maintenance & Cemeteries,"I am wondering if the City crew that was cleaning up piles of leaves and branches in the green space behind my house are coming back to continue picking up the piles or if I need to make a request for them to come and pick up the remainingpiles of sticks and leaves. If I need to request that they pick up the piles, please consider this a request. The piles are from the City trees in the green space.",5/18/21 9:28,1.0,50.4260006,-104.5550931,WESTMINSTER PARK,0.1294598741208516,3304 WESTMINSTER RD,50.42672,-104.55653,Lack of communication.,3326   WESTMINSTER RD,EAST,70
5/18/21 10:28,Cemetery Maintenance,CemetMntnc,Parks Maintenance & Cemeteries,Jim has asked that his parent's plots be reseeded as there doesnt seem to be much grass there. no contact required,5/18/21 10:30,1.0,50.4240472,-104.5716978,RIVERSIDE MEMORIAL,0.0,815 Assiniboine ave east,50.4240472,-104.5716978,,815   ASSINIBOINE AVE,,28
5/18/21 10:36,Parks Inquiry,ParksMnt,Parks Maintenance & Cemeteries,"Regarding the path and green space around this address, when is mowing, weeding, and irrigation scheduled?",5/18/21 10:40,1.0,50.4321982,-104.5333083,PRINCE WILLIAM PARK,0.4237327414813122,3860 BUCKINGHAM DR,50.4293245,-104.5293795,"Mowing, weeding, and irrigation",3003   WIMBLEDON DR,EAST,-1
5/18/21 10:41,Parks Inquiry,ParksMnt,Parks Maintenance & Cemeteries,Porta-potty has been knocked over.Caller @ (306)537-5921,5/18/21 10:42,1.0,50.48615,-104.68138,HIND PARK,1.5801749476133684e-12,20 HIND ST,50.48614999999999,-104.68138,Trash,20   HIND ST,WEST,48
5/18/21 11:04,Parks Inquiry,ParksTrePr,Parks Maintenance & Cemeteries,Trees in the easement have died. Please inspect. Also the carrigana bushes need some TLC. Will the re=plant these trees? They should,5/18/21 11:06,1.0,50.43442,-104.55931,UNIVERSITY PARK,0.3763066619464374,25 MICHENER DR,50.4311,-104.56034, be at least 10 years oldTrees,49   HOUSTON RD,EAST,13
5/18/21 11:40,Irrigation,IrrigMtnc,Parks Maintenance & Cemeteries,Caller states sprinklers in Lakewood Park along Wellband Dr&nbsp;have been damaged and when on are causing water to spray everywhere.&nbsp; Please fix.,5/18/21 11:42,1.0,50.4996027,-104.6688927,LAKEWOOD PARK,0.0,6024 WHELAN DR,50.4996027,-104.6688927,"vandalized equipment, water waste",6024   WHELAN DR,WEST,9
5/18/21 12:23,Parks Inquiry,TurfMntnc,Parks Maintenance & Cemeteries,Caller states the park is desperately in need of watering.,5/18/21 12:25,1.0,50.47408,-104.69515,BUNDON PARK,0.0,7931 GORDON STASESON BLVD,50.47408,-104.69515,Watering,7931   GORDON STASESON BLVD,WEST,42
5/18/21 14:38,Parks Inquiry,WeedsCity,Parks Maintenance & Cemeteries,Please come with a weed whacker and clean up the city property that is along the pathway south of this address. Last year the staff used the weed bar in this area and I think it could use it again. Please do not spray chemicals though! Location The pathway that runs east-west south of 70 Kennedy Crescent.,5/18/21 15:09,1.0,50.4879335,-104.6427234,PASQUA GATE PARK,0.2501608913998595,634 DALGLIESH DR,50.4896167,-104.6450696,Weed whacking,70   KENNEDY CRES,WEST,30
5/19/21 1:44,Parks Inquiry,ParksMnt,Parks Maintenance & Cemeteries,Checking when the aeration of the lake will be on. Does not appear to be currently on.,5/19/21 1:46,1.0,50.50104,-104.65853,LAKERIDGE PARK,0.0,5560 LEIBEL CRES,50.50104,-104.65853,Lake aeration.,5560   LEIBEL CRES,WEST,23
5/19/21 8:10,Parks Inquiry,ParksMnt,Parks Maintenance & Cemeteries,Caller states that in the middle boulevard of Wascana Gate N there is a pillar with glass blocks in it and someone has broke those glass blocks. This is a small section between Prince of whales and Wascana Circle. Please inspect.,5/19/21 8:15,1.0,50.4211369,-104.5415047,WASCANA VIEW PARK,0.1891710151118524,3025 WASCANA CIRCLE,50.4203,-104.53918,"vandalism, public safety",100   WASCANA CIR,EAST,9
5/19/21 10:30,Irrigation,IrrigMtnc,Parks Maintenance & Cemeteries,Caller states one of the water pipes in the community garden is leaking from the ground.&nbsp; Please fix.,5/19/21 10:32,1.0,50.4590908,-104.5717818,ROTHWELL PARK,0.1570424569676695,1201 ROTHWELL ST,50.4587,-104.56965,Broken pipe.,1199   PARK ST,EAST,33
5/19/21 16:28,Parks Inquiry,ParksMnt,Parks Maintenance & Cemeteries,"Resident is reporting that this resident is using city easement to plant a personal garden directly behind property, please investigate.",5/19/21 16:31,1.0,50.49327,-104.6304,SANGSTER PARK,0.4656591836789263,496 SANGSTER BLVD,50.48992,-104.62645,"private easement, personal garden",3476   MACLACHLAN CRES,NORTH,-1
5/19/21 22:40,Parks Inquiry,ParksMnt,Parks Maintenance & Cemeteries,"When our park trees (Sereda Park) were just recently watered?.however the trees that are in the park, along the houses were missed.Will someone be returning to water them? Thank you",5/19/21 22:41,1.0,50.45385,-104.69538,SEREDA PARK,0.0,7955 BARLEY CRES,50.45385,-104.69538,watering trees,7955   BARLEY CRES,WEST,42
5/19/21 23:34,Parks Inquiry,PathMntnc,Parks Maintenance & Cemeteries,"Please open the barricade gates wider on the bicycle pathway entrances. On several occasions, at least 8, including myself, I have witnessed small children and adults smash into these gates causing them to fall off their cycles and skateboards as well. The gates are a hazard to people.",5/19/21 23:36,1.0,50.4666142,-104.6856913,TOOTHILL PARK,0.1502371940913953,510 TOOTHILL ST,50.46794999999999,-104.68601,Barricade gates,216   RITTER AVE,WEST,24
5/20/21 8:09,Irrigation,IrrigMtnc,Parks Maintenance & Cemeteries,"Caller is In charge of the community garden and the the water needs to be shut off outside, caller states the value they use to turn off the water is broken and caller states this is a city valve. Please call to discuss if this is something we will fix or who needs to fix it.",5/20/21 8:14,1.0,50.4143061,-104.6368873,MCLEOD PARK,0.0,3500 QUEEN ST,50.4143061,-104.6368873,Broken valve,3500   QUEEN ST,SOUTH,-1
