Created Date & Time,Request Type,Sub Request Type,Branch Name,Customer Comments,Comments Date & Time,Total Calls,Latitude_Comment,Longitude_Comment,closest_park,min_distance,ADDRESS,Latitude_Park,Longitude_Park,Keyword,Comment Address,Zone,comment_topics,Year,Month,DayOfWeek,HourOfDay,season,topic_count,Topic_cat_l3,Topic_cat_l2,Topic_cat_l1
1/31/21 22:43,Parks Inquiry,OutdrRink,Parks Maintenance,needs the light reset as they are not coming on since 1 week now and is a safety hazard. please attend asap,1/31/21 22:45,1.0,50.47252,-104.6778999,MCLURG SCHOOL PARK,0.0,201 FULTON DR,50.47252,-104.6778999,Reset lights.,201   FULTON DR,WEST,55,2021,1,7,22,Winter,23,55_lights_solar_parameters_button,safety,security administration 
1/31/21 23:40,Parks Inquiry,PathMntnc,Parks Maintenance,"there is a walking pathway that connects the old usher high school to broad st., just east &amp; north of the athletic field. the walkway was cleaned half way and then just left full of snow from this point to broad st. (just south of overpass bridge). can you please clear the whole walking path. who would do only half and then leave the other half full of snowsee above for location. area just north of 9th avenue n., and firehall.",1/31/21 23:41,1.0,50.4854922,-104.7287586,BAKER PARK,1.5678811388414984,8801 SHERWOOD DR,50.4806799,-104.7079295,Walkway not cleared,100   9TH AVE,WEST,88,2021,1,7,23,Winter,17,88_walkway_cleared_walkways_plowed,clean,sanitary
2/1/21 9:44,Parks Inquiry,PathMntnc,Parks Maintenance,asking to have the pathways cleared in venture park - wants a callback on procedureshe walks from doiron rd all the way to mccarthy blvd,2/1/21 9:47,1.0,50.47819,-104.69215,VENTURE PARK,0.0,7907 VENTURE RD,50.47819,-104.69215,Snow removal,7907   VENTURE RD,WEST,11,2021,2,1,9,Winter,60,11_removal_snow_clearing_sidewalk,path,security administration 
2/1/21 14:39,Parks Inquiry,PathMntnc,Parks Maintenance,i walk everyday through the parkridge park located at 3426 7th avenue east. starting thursday jan 28 2021 the walking pass has not be plow and their several location on the walking path the snow has drift in. i find it very difficultto walk on the drifted pathway. i wondering how often the pathway to be cleared for the residents? is is possible to have the pathway plough on monday feb 1/2021?,2/1/21 14:40,1.0,50.4606381,-104.5336932,HENRY BRAUN PARK,0.1810294158599043,951 MIDDLETON CRES,50.4622608,-104.5334863,Snow on pathway.,3426 E 7TH AVE,EAST,73,2021,2,1,14,Winter,20,73_pathways_snow_mcintosh_snowy,snow,winter service
2/2/21 8:16,Parks Inquiry,OutdrRink,Parks Maintenance,caller needs the chain unlocked so he can clear the snow. please remove lock.,2/2/21 8:18,1.0,50.4296532,-104.5280669,PRINCE WILLIAM PARK,0.0999029779592303,3860 BUCKINGHAM DR,50.4293245,-104.5293795,Unlocked chain,3838 E BUCKINGHAM DR,EAST,24,2021,2,2,8,Winter,40,24_gate_gates_security_locked,snow,winter service
2/2/21 12:41,Parks Inquiry,PathMntnc,Parks Maintenance,walking path under the bridge needs to be cleared just north of this location,2/2/21 12:43,1.0,50.4599742,-104.670042,AE WILSON PARK EAST,0.2715022872722736,6102 BRUNSKILL PL,50.45788,-104.66807,Trash/Debris,    BRUNSKILL PL,WEST,35,2021,2,2,12,Winter,32,35_debris_dust_crusher_litter,path,security administration 
2/3/21 8:03,Parks Inquiry,No Subtype,Parks Maintenance,"sr has been created in response to an inquiry to councillor hawkins ensure councillor is copied on the response to the customeri was wondering who is responsible for clearing snow from the paved path that runs throughout the green space in harbour landing. it is wide enough for a truck with a plow to drive on. i know that in other areas of the city ;these paved paths are cleaned regularly.for example ,the path that is in the green space between university park and adjoining area, the area around the lake at sandra schmerler pool, and the paths around lakes in north regina. i understand that wascana lake is a separate situation under wascanaauthority. as a senior i worry about icy surfaces as do all my friends. we like to walk and have a lovely paths to do so, but the snow covering is not acceptable. if you could enlighten me if there is a plan for snow removal it would be appreciated. thank you.",2/3/21 8:04,1.0,50.4059489,-104.652638,ELLIS PARK,0.2434127752598702,4740 HARBOUR LANDING DR,50.40376000000001,-104.65268,Snow removal,4578   HARBOUR LANDING DR,SOUTH,11,2021,2,3,8,Winter,60,11_removal_snow_clearing_sidewalk,clean,sanitary
2/3/21 8:04,Parks Inquiry,No Subtype,Parks Maintenance,"sr has been created in response to an inquiry to councillor shanon zachidniak ensure councillor is copied on the response to the customer hi there, can you please submit a service request for the email below and keep me in the loop regarding the responses? thanks, shanon shanon zachidniak ward 8 city councillor ________________________________________________________________________________ -----original message----- from: ivan donda sent: thursday, january 21, 2021 9:36 am to: shanon zachidniak subject: [external email] walking path good morning shanon my name is ivan donda and my wife's name is shirley we live at 6308 8th. ave. for the past 20 years. we use the path in our area daily and really love it. it just disappoints us that the city of regina decides to run this great city of ours like it is a small town. why is it that they can?t use proper equipment to maintain the path. like clean the path underneath the bridges so that you don?t have a single path to walk on a possible twist an ankle. do a better job on snow removal, and even through some sand down on the icye spots. this morning i should have put my skates on instead of winter boots. there have been times when we have seen the city on the path cleaning snow when it did not need it, and times like now when it does need it and they have not been out all week. a better job would be much appreciated . this path is used by quite a few people fail and we would like to see our tax dollars used better. also the parking lot at rick hanson play are could use some attention snow wise. a lot of people drive to the path and it also very icy with ruts and lack of snow removal. one other item not relating to snow removal is it sure would be nice to have the garbage's emptied on a regular bases. or maybe checked. there are some of then close to over flowing with bags of dog poo and other garbage, thank you very much. ivan and shirley donda",2/3/21 8:08,1.0,50.45788,-104.66807,AE WILSON PARK EAST,0.0,6102 BRUNSKILL PL,50.45788,-104.66807, 306-543-8774Poor,6102   BRUNSKILL PL,WEST,-1,2021,2,3,8,Winter,633,-1_tree_hazard_pruning_path,clean,sanitary
2/3/21 14:41,Parks Inquiry,PathMntnc,Parks Maintenance,caller states the walkway beside his home going into the rink needs to be plowed.,2/3/21 14:45,1.0,50.489509,-104.6104764,MJ COLDWELL PARK,0.1074207566829337,115 FAIRVIEW RD,50.49045,-104.61082,Walkway needs to be plowed.,112   ELMVIEW RD,NORTH,88,2021,2,3,14,Winter,17,88_walkway_cleared_walkways_plowed,walkway,security administration 
2/3/21 14:42,Parks Inquiry,OutdrRink,Parks Maintenance,"caller states that there is a ramp of solid ice on the south side of the inside of the board, caller would like to know if we can shave this down or if we can spray paint it to make people aware. please inspect.",2/3/21 14:45,1.0,50.4477111,-104.6367296,LESLIE PARK  LAWN BOWLING PARK,7.900874738066842e-13,3820 VICTORIA AVE,50.44771110000001,-104.6367296,Ice rink,3820   VICTORIA AVE,CENTRAL,29,2021,2,3,14,Winter,35,29_rink_outdoor_skating_hockey,ice,winter service
2/3/21 16:35,Parks Inquiry,ParksMnt,Parks Maintenance,"in kinsman park south, there is white pickup truck with and sled dogs and they are running the dogs in this area beside ski trails. the park is getting cut up but they also have a small fire going out there within a fire pit. they dogs are out on a chain line line right now. they showed up this morning. please investigate",2/3/21 16:46,1.0,50.42346,-104.632083,KINSMEN PARK SOUTH,0.0,3310 LAKEVIEW AVE,50.42346,-104.632083,"sled dogs, fire",3310   LAKEVIEW AVE,SOUTH,75,2021,2,3,16,Winter,20,75_dogs_offleash_leash_escaping,dogs_offleash,security administration
2/4/21 14:07,Parks Inquiry,PlayEquMnt,Parks Maintenance,ebatters@regina.cacrosbie park - overhead shade sail at the playground has come undone in one corner and requires re-attachment.,2/4/21 14:12,1.0,50.42756,-104.5102,CROSBIE PARK,0.0,3201 CROSBIE CRES,50.42756,-104.5102," playground, shade",3201   CROSBIE CRES,EAST,52,2021,2,4,14,Winter,23,52_playground_covid_equipment_unsafe,playground_unsafe,maintenance
2/4/21 15:00,Parks Inquiry,PathMntnc,Parks Maintenance,send a city of regina supervisor who looks after the park snow removal on arens road and parkland in the east end. especially on parkland road. on the park side. the. sidewalk!!!!!,2/4/21 15:04,1.0,50.4389316,-104.5369876,PARKLAND PARK,0.0,3210 E PARKLAND DR,50.4389316,-104.5369876,"snow removal, sidewalks",3210 E PARKLAND DR,EAST,11,2021,2,4,15,Winter,60,11_removal_snow_clearing_sidewalk,sidewalk,security administration 
2/4/21 15:38,Parks Inquiry,PrkGrbEmpt,Parks Maintenance,caller states garbage bins over flowing.,2/4/21 15:40,1.0,50.4622608,-104.5334863,HENRY BRAUN PARK,0.0,951 MIDDLETON CRES,50.4622608,-104.5334863,"garbage, bins",951   MIDDLETON CRES,EAST,86,2021,2,4,15,Winter,17,86_bins_bin_trash_recycling,bin,sanitary
2/8/21 15:03,Parks Inquiry,ParksMnt,Parks Maintenance,"sr has been created in response to an inquiry to councillor shanon zachidniak response not requested from resident.councillor has been notified that a response is not required. departments may contact resident at their own discretion.hi, i have been following this org for a while and wished regina was involved in terms of green space, bike paths etc . i am sure you are aware, but here is beginning of latest e-mail. 8 80 cities takes part in a new health communities initiative 8 80 cities is excited to be teaming up with community foundations of canada and other partners to fund projects through the healthy communities initiative. register to join community foundations of canada on february 9th, 2021 at 1pm est for a special announcement and panel event focused on transforming public spaces to respond to covid-19. this event is an opportunity to learn more about initiative, a new $31 million investment from the government of canada to support communities as they adapt public spaces for the new realities of the pandemic.",2/8/21 15:05,1.0,50.4478512,-104.6487819,MCNAB PARK,0.1904080130156921,4802 11TH AVE,50.4491616,-104.6470508,Lack of action/inaction,115   EMPRESS DR,WEST,70,2021,2,1,15,Winter,21,70_communication_lack_actioninaction_interdepartmental,path,security administration 
2/14/21 23:44,Parks Inquiry,PathMntnc,Parks Maintenance,rps called - there was a vehicle accident that took down the post at the entrance of st thomas park on tyvan ave - police file #ra21011380,2/14/21 23:47,1.0,50.443612,-104.574855,ST THOMAS PARK,1.5801749476133684e-12,700 E TYVAN AVE,50.44361199999999,-104.574855,Car accident,700 E TYVAN AVE,CENTRAL,18,2021,2,7,23,Winter,45,18_damage_injury_property_car,ice,winter service
2/16/21 10:01,Parks Inquiry,No Subtype,Parks Maintenance,"as i was driving along courtney st, north of mapleford gate, i noticed rabbits are chewing on the city planted trees.... cuz the snow is so high and they can now chew above the white protective wrap that is around the trees. not sure what can be done other than someone putting more tree wrap around the trees to protect them. just thought i?d mention it. below is a photo. rabbit in photo is now able to chew high up onto the trees.*see photo",2/16/21 10:04,1.0,50.4941761,-104.686848,HAYWORTH CRESCENT PARK,0.5626273839831281,750 RINK AVE,50.4905199,-104.68135,Rabbits chewing on,    COURTNEY ST,WEST,69,2021,2,2,10,Winter,21,69_beaver_beavers_chewing_activity,snow,winter service
2/16/21 10:07,Parks Inquiry,PathMntnc,Parks Maintenance,sr has been created in response to an inquiry from councillor mancinelliensure councillor mancinelli is copied on the response to the customer usually the city does a great job of clearing the pathways of snow. however i haven't see the pathways in our are cleaned for the past 10 days. we have received a lot of snow but the wind has blown the snow into drifts on the paths running north to south. it is a problem to walk through some of these areas. is there a reason the pathways have not been cleaned?,2/16/21 10:14,1.0,50.473418,-104.6847407,HANSEN DRIVE PARK,0.3522685053871668,542 HANSEN DR,50.4702567,-104.6850649,Snow drifts,34   RENDEK CRES,WEST,47,2021,2,2,10,Winter,26,47_snow_driveway_vehicles_snowy,clean,sanitary
2/16/21 13:30,Parks Inquiry,PathMntnc,Parks Maintenance,westhill park please clear pathways and empty garbage near north entrance by bus stop.,2/16/21 13:32,1.0,50.48008,-104.69908,WESTHILL PARK,0.0,8103 SHERWOOD DR,50.48008,-104.69908,"pathways, garbage",8103   SHERWOOD DR,WEST,38,2021,2,2,13,Winter,30,38_pathway_pathways_clearing_blocked,path,security administration 
2/16/21 14:49,Parks Inquiry,PathMntnc,Parks Maintenance,resident has concerns there has been a snow plow and truck in juniper park all day - the paths are already cleared and there is not that much snow in the area,2/16/21 14:51,1.0,50.4955673,-104.6454386,JUNIPER PARK,0.0,1000 STOCKTON ST,50.4955673,-104.6454386,".""Snow removal",1000 N STOCKTON ST,WEST,11,2021,2,2,14,Winter,60,11_removal_snow_clearing_sidewalk,snow,winter service
2/17/21 8:21,Parks Inquiry,No Subtype,Parks Maintenance,"kudos to the crew keeping the walking path clear of snow in tansley park, kensington greens, please pass this along to the crew!",2/17/21 8:23,1.0,50.4994115,-104.6117475,TANSLEY PARK,0.0,2111 NORMAN MACKENZIE RD,50.4994115,-104.6117475,Thank you!,2111   NORMAN MACKENZIE RD,NORTH,-1,2021,2,3,8,Winter,633,-1_tree_hazard_pruning_path,snow,winter service
2/17/21 9:11,Parks Inquiry,ParksMnt,Parks Maintenance,caller states the gate lock is broken at the main gate at the entrance to the large dog park. please attend.,2/17/21 9:13,1.0,50.4672738,-104.5959123,EASTVIEW PARK,0.5206251146419768,945 BRODER ST,50.46427,-104.59027,Gate lock broken,750 N WINNIPEG ST,CENTRAL,24,2021,2,3,9,Winter,40,24_gate_gates_security_locked,unlock gate/ broken locks,security administration 
2/17/21 10:28,Parks Inquiry,ParksMnt,Parks Maintenance,the gates at the park need to shoveled around because there is too much snow that is not allowing the gates to close. please look into.,2/17/21 10:30,1.0,50.4446468,-104.6516098,CATHY LAURITSEN MEMORIAL OFFLEASH DOG PARK,0.0,2110 FORGET ST,50.4446468,-104.6516098,"snow, gates",2110   FORGET ST,CENTRAL,24,2021,2,3,10,Winter,40,24_gate_gates_security_locked,snow,winter service
2/17/21 10:43,Parks Inquiry,PathMntnc,Parks Maintenance,westhill park path ways need to be cleared.,2/17/21 10:46,1.0,50.48008,-104.69908,WESTHILL PARK,0.0,8103 SHERWOOD DR,50.48008,-104.69908,Pathways not clear,8103   SHERWOOD DR,WEST,38,2021,2,3,10,Winter,30,38_pathway_pathways_clearing_blocked,path,security administration 
2/17/21 10:43,Parks Inquiry,PathMntnc,Parks Maintenance,venture park &nbsp;path ways need to be cleared.,2/17/21 10:47,1.0,50.47819,-104.69215,VENTURE PARK,0.0,7907 VENTURE RD,50.47819,-104.69215,Visitor safety.,7907   VENTURE RD,WEST,122,2021,2,3,10,Winter,13,122_visitor_safety_movie_fiveyearold,path,security administration 
2/17/21 12:50,Parks Inquiry,OutdrRink,Parks Maintenance,caller is requesting we come out to open the sack. as kids playing on rink right now and its cold.,2/17/21 12:53,1.0,50.4783168,-104.696077,VENTURE PARK,0.2782368291890654,7907 VENTURE RD,50.47819,-104.69215,Complaint is about:access,120 N DOIRON RD,WEST,1,2021,2,3,12,Winter,106,1_key_complaint_issue_this,rink,public facilities 
2/17/21 12:56,Parks Inquiry,PathMntnc,Parks Maintenance,2048662 caller states the walking path is now 4ft high and pedestrians are having trouble walking on the path.,2/17/21 12:58,1.0,50.4599742,-104.670042,AE WILSON PARK EAST,0.2715022872722736,6102 BRUNSKILL PL,50.45788,-104.66807,It is difficult to walk on the path,    BRUNSKILL PL,WEST,-1,2021,2,3,12,Winter,633,-1_tree_hazard_pruning_path,path,security administration 
2/17/21 14:51,Parks Inquiry,No Subtype,Parks Maintenance,great job clearing all the snow @ juniper park!! appreciated!!,2/17/21 14:52,1.0,50.4955673,-104.6454386,JUNIPER PARK,0.0,1000 STOCKTON ST,50.4955673,-104.6454386,Snow removal,1000 N STOCKTON ST,WEST,11,2021,2,3,14,Winter,60,11_removal_snow_clearing_sidewalk,snow,winter service
2/18/21 10:35,Parks Inquiry,PathMntnc,Parks Maintenance,caller wanting to recognize the good work done at this park clearing pathways!,2/18/21 10:38,1.0,50.47819,-104.69215,VENTURE PARK,0.0,7907 VENTURE RD,50.47819,-104.69215,"gratitude, upkeep",7907   VENTURE RD,WEST,131,2021,2,4,10,Winter,12,131_upkeep_inefficiency_gratitude_disrespectful,path,security administration 
2/18/21 11:18,Parks Inquiry,PathMntnc,Parks Maintenance,resident is requesting we sand the walking paths of selinger park and westminster park they are glare ice - thanks,2/18/21 11:24,1.0,50.4218226,-104.5566431,SELINGER PARK,0.3978267611299655,3674 SELINGER CRES,50.41914999999999,-104.55291,"Liability,Ice",1803 E ASSINIBOINE AVE,EAST,78,2021,2,4,11,Winter,18,78_liability_skateboard_responsibilityfence_release,ice,winter service
2/18/21 11:55,Parks Inquiry,PathMntnc,Parks Maintenance,prev sr 2046983 jan 25th 2021there is a pathway that hooks up with the wider one that needs to be cleared - 4 foot wide path starts at 3332 &amp; goes to 3338 ant then heads south to hook up up the main pathway neighbours with snowblowers have been clearing the pathway between the houses - 3332 &amp; 3330 tanager creslog note stated:we normally don't remove the snow from that path but we will have a look if we are able to do that! markn wosik d4please contact resident via phone not email he would like to know if/when this is going to be done,2/18/21 11:58,1.0,50.4534954,-104.5365626,EASTGATE PARK,0.403520492219777,3410 E EASTGATE DR,50.4516681,-104.5316384,.snow removal,3332 E TANAGER CRES,EAST,11,2021,2,4,11,Winter,60,11_removal_snow_clearing_sidewalk,snow,winter service
2/18/21 11:55,Parks Inquiry,PathMntnc,Parks Maintenance,prev sr 2046983 jan 25th 2021there is a pathway that hooks up with the wider one that needs to be cleared - 4 foot wide path starts at 3332 &amp; goes to 3338 ant then heads south to hook up up the main pathway neighbours with snowblowers have been clearing the pathway between the houses - 3332 &amp; 3330 tanager creslog note stated:we normally don't remove the snow from that path but we will have a look if we are able to do that! markn wosik d4please contact resident via phone not email he would like to know if/when this is going to be done,2/18/21 11:58,1.0,50.4534954,-104.5365626,EASTGATE PARK,0.403520492219777,3502 E EASTGATE DR,50.4516681,-104.5316384,"Too much snow, not enough staff",3332 E TANAGER CRES,EAST,144,2021,2,4,11,Winter,11,144_much_snow_removal_insufficient,snow,winter service
2/18/21 13:06,Parks Inquiry,OutdrRink,Parks Maintenance,caller would like to know if we can clear the ice at judge bryant school. thanks,2/18/21 13:08,1.0,50.4554516,-104.5435246,TURNER PARK,0.2505645238356638,130 BENTLEY DR,50.45386,-104.54603,"ice, safety",2626 E DEWDNEY AVE,EAST,82,2021,2,4,13,Winter,18,82_ice_nbspice_thin_because,ice,winter service
2/19/21 11:44,Parks Inquiry,ParksMnt,Parks Maintenance,caller is wanting to know if we are going to be doing work in this park this summer as there are people clearing snow in the greenspace which seems like they are preparing for work to be done behind this residence. please call to discuss thanks.,2/19/21 11:46,1.0,50.4145334,-104.6048432,MUNROE PARK,0.0530837437956136,31 GARDINER AVE,50.4143159,-104.6055101,Work being done in park.,134   MUNROE PL,SOUTH,27,2021,2,5,11,Winter,37,27_parks_park_inefficient_maintenance,snow,winter service
2/19/21 16:18,Parks Inquiry,ParksMnt,Parks Maintenance,"subject: garbage cans - park by st. francisshe was speaking with a resident ? frank focesata (sp?) ? who lives on mikkelson drive.he has complained to the city about the lack of garbage cans in the park by st. francis. there are normally 4 during the spring/summer season and there is justone right now. he is claiming that one is not sufficient but we have told him that we are not putting out more than one.&nbsp;could someone please call frank at 306-543-5958 to resolve his concern. if you could please send me an email to let me know what the resolution was so that i can doa summary email to councillor zachidniak regarding all of the concerns she left with me today, that would be very much appreciated.thank you!&nbsp;pat hanleyexecutive assistant",2/19/21 16:23,1.0,50.46472,-104.66765,ST FRANCIS PARK,0.0,6015 MIKKELSON DR,50.46472,-104.66765, Lack of garbage cans,6015   MIKKELSON DR,WEST,65,2021,2,5,16,Winter,22,65_can_cans_full_garbage,garbage,sanitary
2/19/21 16:23,Parks Inquiry,ParksMnt,Parks Maintenance,"subject: dempsey avenue - wind breakhere is another one for you. the resident that lives at 70 dempsey avenue backs onto ruth m buck park. in 2017, the horticulture group came and trimmed the wind break of trees in the park. the resident claims that we decimated them. nowthere is no windbreak and they are having issues with the snow drifting against the fence and into the yard. i believe that someone in your area has spokenwith roxanne (306-545-7689) but she is not happy with the response and has escalated this to the councillor.&nbsp;pat hanleyexecutive assistant",2/19/21 16:27,1.0,50.47779,-104.67287,RUTH BUCK PARK,0.0,6208 SHERWOOD DR,50.47779,-104.67287, - Councillor26th WardCity of Prince,6208   SHERWOOD DR,WEST,-1,2021,2,5,16,Winter,633,-1_tree_hazard_pruning_path,snow,winter service
2/22/21 1:39,Parks Inquiry,ParksMnt,Parks Maintenance,"i am wondering how to reserve wascana view park for my wedding on june 19,2021. of course consideratinf covid 19 restrictions.",2/22/21 1:41,1.0,50.4203,-104.53918,WASCANA VIEW PARK,0.0,3025 WASCANA CIRCLE,50.4203,-104.53918,Wedding planning.,3025   WASCANA CIR,EAST,30,2021,2,1,1,Winter,34,30_weeding_seeding_bouquet_trimming,can,sanitary
2/22/21 2:12,Parks Inquiry,PathMntnc,Parks Maintenance,rochdale lake walking path needs to be cleared. north west end in dangerous to walkers.walking direction should be stated as clockwise or counter clockwise during pandemic to avoid conflict.,2/22/21 2:16,1.0,50.49651,-104.67661,ROCHDALE PARK,0.0,6829 CUNNINGHAM DR,50.49651,-104.67661,DirectionClearing,6829   CUNNINGHAM DR,WEST,-1,2021,2,1,2,Winter,633,-1_tree_hazard_pruning_path,path,security administration 
2/22/21 9:33,Parks Inquiry,PathMntnc,Parks Maintenance,resident requesting the pathway at this park be sanded. please look into.,2/22/21 9:38,1.0,50.4410061,-104.5584062,GARDINER PARK EXTENSION,0.0,1320 E TRUESDALE DR,50.4410061,-104.5584062,"footing, traction",1320 E TRUESDALE DR,EAST,76,2021,2,1,9,Winter,19,76_asphalt_pavement_paved_sidewalkroadway,path,security administration 
2/22/21 11:14,Parks Inquiry,ParksMnt,Parks Maintenance,"&nbsp;green meadow park is a very large park in the greens with a playground, grassy open areas and pond. at the moment, residents treat this park as an off leash dog park. my children, by the end of summer were nervous to ride their bikesor scooters along the path anymore, as they had been repeatedly approached by dogs. owners are never far, but can't run as fast as their animals, so there is a few minutes of panic for children. can you pls paint a symbol for dogs on leash on the paved openingsof this park in the spring, and send patrollers on occasion to ensure its enforcement? we saw these symbols in the creeks parks and it seemed effective. we bought here last summer so our children had a safe area to hang out with their new friends, and we wouldnot have purchased here had we known the amount of dogs let free to run and play catch.&nbsp; location green meadow park, running along green apple drive and backing houses on green water drive, green brook lane, etc.",2/22/21 11:15,1.0,50.42271,-104.52028,GREEN MEADOW PARK,0.0,3598 GREEN BANK RD,50.42271,-104.52028,lack of enforcement of leash laws,3598   GREEN BANK RD,EAST,75,2021,2,1,11,Winter,20,75_dogs_offleash_leash_escaping,grass,landscape construction and management
2/22/21 11:57,Parks Inquiry,PathMntnc,Parks Maintenance,sr has been created in response to an inquiry to councillor lori bresciani and mayor.ensure councillor and mayor@regina.ca are copied on the response to the customer.requesting the city finish paving the path at green meadow park. this park was very busy this summer and traffic flow is limited as a large section of this park path remains unpaved and gets very muddy. not sure why this project was abandonedas there is a massive path system that is paved east of the commercial area on chuka extending past st elizabeth school and beyond! houses don't even back the area yet! pls finish what was started in 2012 as green meadow park housing is 100% developed nowand very busy!,2/22/21 12:00,1.0,50.42271,-104.52028,GREEN MEADOW PARK,0.0,3598 GREEN BANK RD,50.42271,-104.52028,unfinished park path,3598   GREEN BANK RD,EAST,-1,2021,2,1,11,Winter,633,-1_tree_hazard_pruning_path,path,security administration 
2/22/21 13:52,Parks Inquiry,ParksMnt,Parks Maintenance,resident is reporting the gates are not closing properly at this dog park so the dogs are getting out and unable to enter the area please attend,2/22/21 13:54,1.0,50.46719,-104.55757,CANNON STREET PARK,0.7958297069171659,311 CANNON ST,50.46131,-104.55116, as soon as possibleDogs escaping.,624   SOLOMON CRES,EAST,75,2021,2,1,13,Winter,20,75_dogs_offleash_leash_escaping,dogs_offleash,security administration
2/22/21 14:13,Parks Inquiry,ParksMnt,Parks Maintenance,there is a lot of dog feces in the park at the above intersection about 200 feet once you are in the park he states there are no signs up to clean up and dogs must be on leash. it just says welocme. please investigate as this park is beautiful. please investigate and clean up.,2/22/21 14:21,1.0,50.4413677,-104.5792963,ST THOMAS PARK,0.4014895535212925,700 E TYVAN AVE,50.44361199999999,-104.574855,"dog feces, signs",    FRANCIS ST,CENTRAL,53,2021,2,1,14,Winter,23,53_feces_dog_poop_excrement,clean,sanitary
2/23/21 8:46,Parks Inquiry,ParksMnt,Parks Maintenance,in realtors park there is so much dog feces in the park it needs to be cleaned up. no signs are up in the park about cleaning up after your dog. please investigate as this is disgusting. resident states it is awful and is through the whole park and to the soccer field,2/23/21 9:07,1.0,50.40979,-104.63118,REALTORS PARK,0.0,4310 MONTAGUE ST,50.40979,-104.63118,Dog feces,4310   MONTAGUE ST,SOUTH,53,2021,2,2,8,Winter,23,53_feces_dog_poop_excrement,clean,sanitary
2/23/21 14:14,Parks Inquiry,PathMntnc,Parks Maintenance,"bike path beside his house was being cleared yesterday and the machine used blew the snow over his new trucks and driveway. it was quite the mess and it took him hours to clean this up. it is all piled up the fence, garage door. he would like to say please when clearing these paths lower the chute where the snow comes out so it is not spraying everywhere. he needs to wash the vehicle and wont know if there is damage to the paint from the sand and debris coming through the chute. the snow must have flew 30 feet to hit his property it was so hard.",2/23/21 14:19,1.0,50.4888771,-104.6872851,CHURCHBLACKMAN PARK,0.3012376042228881,240 CHURCH DR,50.48626789999999,-104.6861395, Use of heavy machinery/Negligent,7323   BEAMISH DR,WEST,67,2021,2,2,14,Winter,21,67_inadequate_double_subdivision_even,clean,sanitary
2/23/21 23:41,Parks Inquiry,VehcleAcce,Parks Maintenance,applicant name:glen faubertemail:gfi@sasktel.netowner name:cornerstone heights condo corporationaddress:4891 trinity lanephone number:306-533-9200company name:gfi contractingaddress:3236 mountbatten cres.phone:3065202866access location and address:access to park on corner of trinity lane and tudor waydescribe the project and/or type of equipment being used and why the access is required. explain any special conditions or requests:to access north side of 4891 trinity lane with a man lift truck so as to repair soffit damaged from recent windsattach plans or maps showing exact location and proposed access route.project start date:2021-02-26project end date:2021-03-05i hereby declare that i have read and understand the terms and conditions and agree to comply.yes,2/23/21 23:43,1.0,50.4257368,-104.5507624,PHILLIP PARK,0.3660647576667853,3256 MARGARET RD,50.4266099,-104.5457799,The access to the park is required in,3236   MOUNTBATTEN CRES,EAST,43,2021,2,2,23,Winter,29,43_recreation_parks_park_271,can,sanitary
2/24/21 9:43,Parks Inquiry,PathMntnc,Parks Maintenance,caller states the walking path in ellis park is iced over. she states children are walking through to get to school. please attend.,2/24/21 9:54,1.0,50.40376,-104.65268,ELLIS PARK,1.5801749476133684e-12,4740 HARBOUR LANDING DR,50.40376000000001,-104.65268,Ice,4740   HARBOUR LANDING DR,SOUTH,82,2021,2,3,9,Winter,18,82_ice_nbspice_thin_because,ice,winter service
2/25/21 9:03,Parks Inquiry,OutdrRink,Parks Maintenance,can you please flood dr. a. e. perry outdoor rink?,2/25/21 9:06,1.0,50.402433,-104.6318816,DR AE PERRY PARK,0.0596758168969169,40 COWIE RD,50.4019,-104.63198,lack of maintenance,93   LINCOLN DR,SOUTH,5,2021,2,4,9,Winter,75,5_lack_maintenance_of_maintenancel,flood,maintenance
2/25/21 23:46,Parks Inquiry,ParksMnt,Parks Maintenance,follow-up on sand at solomon cres dog park request&nbsp;thank you for the sand that was laid down inside the fence at the dog park but the slope leading up to the gates upon arrival has not been sanded and is very icy. this is the part between the dumpster and the entry gate. there is gravel there but right nowit is packed snow and ice and very slippery. it is actually that slope where the woman fell and the ambulance had to be called.,2/25/21 23:49,1.0,50.46719,-104.55757,CANNON STREET PARK,0.7958297069171659,311 CANNON ST,50.46131,-104.55116,"&nbsp;Ice, Slippery",624   SOLOMON CRES,EAST,82,2021,2,4,23,Winter,18,82_ice_nbspice_thin_because,snow,winter service
2/26/21 9:46,Parks Inquiry,ParksMnt,Parks Maintenance,"resident lives at 12 crestview bay, they are moving and need to get their trailer out through there back gate, too much snow piled behind his back fence in mj coldwell park would need assistance removing this snow - please contact resident to advise what can be done here",2/26/21 9:50,1.0,50.49045,-104.61082,MJ COLDWELL PARK,0.0,115 FAIRVIEW RD,50.49045,-104.61082,Snow removal,115   FAIRVIEW RD,NORTH,11,2021,2,5,9,Winter,60,11_removal_snow_clearing_sidewalk,snow,winter service
